noise,sine_1,sine_2,combined
0.283179373,-0.587785252,2.679133975,2.091348723
0.306078515,-0.535826795,2.705606261,2.169779466
0.973731298,-0.481753674,2.731971734,2.25021806
-0.549371938,-0.425779292,2.758229353,2.332450062
-0.419206267,-0.368124553,2.784378082,2.41625353
-0.613670119,-0.309016994,2.810416889,2.501399895
0.517076974,-0.248689887,2.836344746,2.587654858
0.384241345,-0.187381315,2.862160628,2.674779313
0.34989066,-0.125333234,2.887863517,2.762530284
-0.58989868,-0.06279052,2.913452398,2.850661879
0.029313228,6.43149E-16,2.938926261,2.938926261
0.312693509,0.06279052,2.964284101,3.02707462
-0.750167598,0.125333234,2.989524915,3.114858149
-0.823371785,0.187381315,3.014647708,3.202029023
-0.465811923,0.248689887,3.039651488,3.288341376
-0.662476084,0.309016994,3.064535268,3.373552263
-0.003690229,0.368124553,3.089298065,3.457422618
0.075568643,0.425779292,3.113938902,3.539718194
0.257278856,0.481753674,3.138456806,3.620210481
-0.353174847,0.535826795,3.16285081,3.698677605
-0.168443549,0.587785252,3.187119949,3.774905201
-0.077149834,0.63742399,3.211263266,3.848687256
0.013013238,0.684547106,3.235279808,3.919826914
-0.17141387,0.728968627,3.259168627,3.988137254
-0.124047238,0.770513243,3.282928779,4.053442022
-0.356115444,0.809016994,3.306559327,4.115576321
0.800513111,0.844327926,3.330059337,4.174387263
-0.525013096,0.87630668,3.353427883,4.229734563
0.026663341,0.904827052,3.376664041,4.281491093
-0.250961294,0.929776486,3.399766894,4.32954338
0.282117313,0.951056516,3.42273553,4.373792046
0.090252883,0.968583161,3.445569042,4.414152203
0.105465373,0.982287251,3.468266529,4.45055378
-0.812526167,0.992114701,3.490827095,4.482941796
-0.273405459,0.998026728,3.513249849,4.511276577
-0.82644593,1,3.535533906,4.535533906
0.330209493,0.998026728,3.557678386,4.555705114
-0.206112724,0.992114701,3.579682415,4.571797116
0.261545403,0.982287251,3.601545124,4.583832375
-0.833126279,0.968583161,3.623265651,4.591848812
-0.137413895,0.951056516,3.644843137,4.595899653
-0.904779935,0.929776486,3.666276731,4.596053217
0.191159919,0.904827052,3.687565587,4.592392639
0.684590613,0.87630668,3.708708864,4.585015544
0.71663996,0.844327926,3.729705727,4.574033653
0.985235355,0.809016994,3.750555348,4.559572343
-0.917218136,0.770513243,3.771256904,4.541770146
0.212794122,0.728968627,3.791809576,4.520778204
-0.85970737,0.684547106,3.812212555,4.496759661
0.594367274,0.63742399,3.832465034,4.469889024
0.228078368,0.587785252,3.852566214,4.440351466
-0.378575085,0.535826795,3.872515301,4.408342096
-0.274081166,0.481753674,3.892311508,4.374065182
0.174737023,0.425779292,3.911954053,4.337733344
0.539665906,0.368124553,3.931442161,4.299566713
0.775356184,0.309016994,3.950775062,4.259792056
0.193714001,0.248689887,3.969951993,4.21864188
-0.219682952,0.187381315,3.988972198,4.176353512
0.499026258,0.125333234,4.007834924,4.133168158
-0.992941877,0.06279052,4.026539429,4.089329948
0.137428436,3.67545E-16,4.045084972,4.045084972
-0.165553762,-0.06279052,4.063470822,4.000680303
-0.504967372,-0.125333234,4.081696254,3.95636302
0.627574345,-0.187381315,4.099760547,3.912379232
0.96093609,-0.248689887,4.117662988,3.868973101
-0.471976092,-0.309016994,4.135402871,3.826385877
-0.662454357,-0.368124553,4.152979496,3.784854943
0.86974595,-0.425779292,4.170392168,3.744612877
0.582727518,-0.481753674,4.1876402,3.705886526
-0.527153062,-0.535826795,4.204722911,3.668896117
-0.817085407,-0.587785252,4.221639628,3.633854375
0.944917256,-0.63742399,4.23838968,3.600965691
0.172460623,-0.684547106,4.254972409,3.570425303
0.771457101,-0.728968627,4.271387158,3.542418531
-0.88447313,-0.770513243,4.287633281,3.517120038
0.366608678,-0.809016994,4.303710135,3.494693141
-0.709982025,-0.844327926,4.319617086,3.47528916
-0.112244998,-0.87630668,4.335353506,3.459046826
0.102306437,-0.904827052,4.350918773,3.446091721
0.43804038,-0.929776486,4.366312274,3.436535788
-0.682859902,-0.951056516,4.3815334,3.430476884
-0.661481804,-0.968583161,4.396581551,3.42799839
0.412728515,-0.982287251,4.411456132,3.429168881
0.246113154,-0.992114701,4.426156557,3.434041855
0.690368443,-0.998026728,4.440682244,3.442655516
-0.535390843,-1,4.455032621,3.455032621
0.161284286,-0.998026728,4.469207121,3.471180392
-0.723464282,-0.992114701,4.483205184,3.491090483
0.914520068,-0.982287251,4.497026258,3.514739007
-0.020161073,-0.968583161,4.510669797,3.542086636
0.191268946,-0.951056516,4.524135262,3.573078746
0.532742641,-0.929776486,4.537422123,3.607645637
-0.156658803,-0.904827052,4.550529853,3.645702801
0.132287948,-0.87630668,4.563457937,3.687151257
-0.892797114,-0.844327926,4.576205863,3.731877938
0.101567315,-0.809016994,4.588773128,3.779756134
-0.891747065,-0.770513243,4.601159237,3.830645994
-0.642928758,-0.728968627,4.613363699,3.884395072
-0.80305146,-0.684547106,4.625386034,3.940838928
-0.732401807,-0.63742399,4.637225767,3.999801777
-0.757171463,-0.587785252,4.648882429,4.061097177
-0.717730338,-0.535826795,4.660355562,4.124528767
0.057197928,-0.481753674,4.671644712,4.189891038
0.305635581,-0.425779292,4.682749434,4.256970142
0.852397421,-0.368124553,4.693669288,4.325544736
0.137370574,-0.309016994,4.704403845,4.39538685
0.926407352,-0.248689887,4.714952679,4.466262792
-0.228778323,-0.187381315,4.725315376,4.537934061
0.799871136,-0.125333234,4.735491525,4.610158291
0.58609088,-0.06279052,4.745480725,4.682690205
-0.501938296,1.2863E-15,4.755282581,4.755282581
0.006085635,0.06279052,4.764896708,4.827687227
-0.467903204,0.125333234,4.774322724,4.899655957
-0.542743224,0.187381315,4.783560258,4.970941572
-0.585581627,0.248689887,4.792608945,5.041298832
-0.210675096,0.309016994,4.801468428,5.110485423
0.98382863,0.368124553,4.810138358,5.178262911
-0.242399139,0.425779292,4.818618391,5.244397683
0.818996924,0.481753674,4.826908194,5.308661868
-0.748194238,0.535826795,4.835007439,5.370834234
0.794204209,0.587785252,4.842915806,5.430701058
-0.65792214,0.63742399,4.850632982,5.488056972
-0.229577777,0.684547106,4.858158665,5.542705771
-0.657287981,0.728968627,4.865492555,5.594461182
0.664051527,0.770513243,4.872634364,5.643147607
0.287541,0.809016994,4.87958381,5.688600804
-0.619918591,0.844327926,4.886340618,5.730668543
0.262925235,0.87630668,4.892904522,5.769211202
0.343836955,0.904827052,4.899275262,5.804102314
-0.422418357,0.929776486,4.905452587,5.835229073
0.508798622,0.951056516,4.911436254,5.86249277
-0.00469174,0.968583161,4.917226025,5.885809186
-0.389488072,0.982287251,4.922821673,5.905108923
-0.022648163,0.992114701,4.928222976,5.920337677
-0.574579861,0.998026728,4.933429721,5.931456449
0.183388394,1,4.938441703,5.938441703
0.527946467,0.998026728,4.943258724,5.941285452
0.913027141,0.992114701,4.947880593,5.939995294
-0.149102264,0.982287251,4.952307128,5.934594379
-0.166125123,0.968583161,4.956538155,5.925121316
-0.57626215,0.951056516,4.960573507,5.911630023
0.767023364,0.929776486,4.964413023,5.894189509
0.397067616,0.904827052,4.968056553,5.872883605
0.57841468,0.87630668,4.971503952,5.847810632
0.298217634,0.844327926,4.974755085,5.81908301
-0.706544299,0.809016994,4.977809823,5.786826817
-0.701114456,0.770513243,4.980668046,5.751181288
0.612994003,0.728968627,4.98332964,5.712298268
0.493484773,0.684547106,4.985794501,5.670341607
0.400148894,0.63742399,4.988062532,5.625486522
0.187113159,0.587785252,4.990133642,5.577918894
-0.489690916,0.535826795,4.992007751,5.527834546
-0.170421099,0.481753674,4.993684783,5.475438457
0.852802949,0.425779292,4.995164673,5.420943965
-0.095716774,0.368124553,4.996447363,5.364571916
0.603236888,0.309016994,4.997532802,5.306549796
0.485509143,0.248689887,4.998420946,5.247110834
0.58744177,0.187381315,4.999111762,5.186493076
-0.782686382,0.125333234,4.999605221,5.124938455
-0.408797213,0.06279052,4.999901304,5.062691824
0.978869782,-1.16378E-15,5,5
-0.803644947,-0.06279052,4.999901304,4.937110785
0.98619876,-0.125333234,4.999605221,4.874271987
-0.388015654,-0.187381315,4.999111762,4.811730447
-0.970210681,-0.248689887,4.998420946,4.749731059
0.48150898,-0.309016994,4.997532802,4.688515807
-0.366740871,-0.368124553,4.996447363,4.628322811
-0.574490094,-0.425779292,4.995164673,4.569385382
-0.635878204,-0.481753674,4.993684783,4.511931109
0.835375265,-0.535826795,4.992007751,4.456180956
0.632704041,-0.587785252,4.990133642,4.40234839
0.21319804,-0.63742399,4.988062532,4.350638542
0.677887533,-0.684547106,4.985794501,4.301247395
0.607788514,-0.728968627,4.98332964,4.254361013
-0.006145718,-0.770513243,4.980668046,4.210154803
0.404714993,-0.809016994,4.977809823,4.168792829
0.431916135,-0.844327926,4.974755085,4.130427159
0.666650385,-0.87630668,4.971503952,4.095197272
-0.70532375,-0.904827052,4.968056553,4.0632295
0.124678116,-0.929776486,4.964413023,4.034636537
0.942580132,-0.951056516,4.960573507,4.00951699
0.249104682,-0.968583161,4.956538155,3.987954994
-0.058199408,-0.982287251,4.952307128,3.970019878
0.212454797,-0.992114701,4.947880593,3.955765892
0.543064503,-0.998026728,4.943258724,3.945231995
0.05778874,-1,4.938441703,3.938441703
0.203140311,-0.998026728,4.933429721,3.935402993
-0.813539019,-0.992114701,4.928222976,3.936108274
0.813871797,-0.982287251,4.922821673,3.940534422
-0.412713526,-0.968583161,4.917226025,3.948642864
0.63307062,-0.951056516,4.911436254,3.960379737
0.861880893,-0.929776486,4.905452587,3.975676101
-0.005796847,-0.904827052,4.899275262,3.994448209
-0.620022293,-0.87630668,4.892904522,4.016597842
0.126619609,-0.844327926,4.886340618,4.042012692
0.228327666,-0.809016994,4.87958381,4.070566815
0.641668884,-0.770513243,4.872634364,4.102121121
-0.858634162,-0.728968627,4.865492555,4.136523927
0.111117575,-0.684547106,4.858158665,4.173611559
0.769168116,-0.63742399,4.850632982,4.213208993
-0.402258062,-0.587785252,4.842915806,4.255130553
0.841545779,-0.535826795,4.835007439,4.299180644
-0.721975341,-0.481753674,4.826908194,4.34515452
0.18448341,-0.425779292,4.818618391,4.3928391
0.54157627,-0.368124553,4.810138358,4.442013805
0.494549345,-0.309016994,4.801468428,4.492451434
-0.5318427,-0.248689887,4.792608945,4.543919058
-0.027629588,-0.187381315,4.783560258,4.596178943
-0.788883485,-0.125333234,4.774322724,4.64898949
-0.621691306,-0.06279052,4.764896708,4.702106188
-0.342814595,-7.35089E-16,4.755282581,4.755282581
0.110573233,0.06279052,4.745480725,4.808271244
0.129471576,0.125333234,4.735491525,4.860824759
0.33079997,0.187381315,4.725315376,4.91269669
0.36153455,0.248689887,4.714952679,4.963642567
0.731407674,0.309016994,4.704403845,5.013420839
0.440101444,0.368124553,4.693669288,5.061793841
-0.818066006,0.425779292,4.682749434,5.108528725
-0.757862672,0.481753674,4.671644712,5.153398386
-0.669335167,0.535826795,4.660355562,5.196182357
-0.414581785,0.587785252,4.648882429,5.236667682
0.112680175,0.63742399,4.637225767,5.274649756
0.514127865,0.684547106,4.625386034,5.30993314
-0.574580263,0.728968627,4.613363699,5.342332327
0.650392001,0.770513243,4.601159237,5.37167248
-0.269568254,0.809016994,4.588773128,5.397790123
-0.045414455,0.844327926,4.576205863,5.420533789
-0.054718892,0.87630668,4.563457937,5.439764617
0.349887063,0.904827052,4.550529853,5.455356906
-0.93759713,0.929776486,4.537422123,5.467198609
0.955668676,0.951056516,4.524135262,5.475191779
-0.629123218,0.968583161,4.510669797,5.479252958
0.019813707,0.982287251,4.497026258,5.479313509
0.255170223,0.992114701,4.483205184,5.475319885
0.656419048,0.998026728,4.469207121,5.467233849
-0.705374208,1,4.455032621,5.455032621
0.268020804,0.998026728,4.440682244,5.438708972
0.66527934,0.992114701,4.426156557,5.418271258
-0.714214679,0.982287251,4.411456132,5.393743383
0.098759489,0.968583161,4.396581551,5.365164712
0.194786054,0.951056516,4.3815334,5.332589917
-0.839616589,0.929776486,4.366312274,5.29608876
0.987025822,0.904827052,4.350918773,5.255745826
0.946615242,0.87630668,4.335353506,5.211660186
0.841843405,0.844327926,4.319617086,5.163945011
0.297845286,0.809016994,4.303710135,5.112727129
-0.84222438,0.770513243,4.287633281,5.058146524
-0.264965808,0.728968627,4.271387158,5.000355786
-0.724762721,0.684547106,4.254972409,4.939519515
-0.145200911,0.63742399,4.23838968,4.87581367
0.487888981,0.587785252,4.221639628,4.80942488
0.770013777,0.535826795,4.204722911,4.740549706
-0.713864872,0.481753674,4.1876402,4.669393874
0.736077077,0.425779292,4.170392168,4.59617146
-0.562236445,0.368124553,4.152979496,4.521104049
-0.067514216,0.309016994,4.135402871,4.444419866
0.98728258,0.248689887,4.117662988,4.366352875
-0.124202381,0.187381315,4.099760547,4.287141861
0.077966535,0.125333234,4.081696254,4.207029487
0.005041742,0.06279052,4.063470822,4.126261342
-0.371989502,-2.69511E-15,4.045084972,4.045084972
0.751083409,-0.06279052,4.026539429,3.963748909
-0.317152159,-0.125333234,4.007834924,3.882501691
0.51031718,-0.187381315,3.988972198,3.801590883
0.895166212,-0.248689887,3.969951993,3.721262106
-0.459929024,-0.309016994,3.950775062,3.641758068
-0.601160382,-0.368124553,3.931442161,3.563317608
0.187467151,-0.425779292,3.911954053,3.486174761
-0.604220687,-0.481753674,3.892311508,3.410557834
-0.915009963,-0.535826795,3.872515301,3.336688506
0.305871288,-0.587785252,3.852566214,3.264780962
-0.089982279,-0.63742399,3.832465034,3.195041044
0.374709995,-0.684547106,3.812212555,3.127665449
0.979936652,-0.728968627,3.791809576,3.062840949
-0.891204466,-0.770513243,3.771256904,3.000743661
-0.352697186,-0.809016994,3.750555348,2.941538354
-0.291184622,-0.844327926,3.729705727,2.885377802
-0.610915169,-0.87630668,3.708708864,2.832402184
0.041118872,-0.904827052,3.687565587,2.782738534
0.723600231,-0.929776486,3.666276731,2.736500245
-0.054909176,-0.951056516,3.644843137,2.693786621
-0.211976181,-0.968583161,3.623265651,2.65468249
0.7483304,-0.982287251,3.601545124,2.619257874
0.183065621,-0.992114701,3.579682415,2.587567714
0.214789206,-0.998026728,3.557678386,2.559651658
-0.701480442,-1,3.535533906,2.535533906
0.800301804,-0.998026728,3.513249849,2.515223121
-0.676217407,-0.992114701,3.490827095,2.498712394
0.156646427,-0.982287251,3.468266529,2.485979278
0.318743712,-0.968583161,3.445569042,2.476985881
-0.2950713,-0.951056516,3.42273553,2.471679013
0.206829069,-0.929776486,3.399766894,2.469990408
0.893745026,-0.904827052,3.376664041,2.471836988
0.100655677,-0.87630668,3.353427883,2.477121203
0.535364059,-0.844327926,3.330059337,2.485731412
0.359650822,-0.809016994,3.306559327,2.497542332
0.19883305,-0.770513243,3.282928779,2.512415536
0.375209477,-0.728968627,3.259168627,2.530199999
-0.960912884,-0.684547106,3.235279808,2.550732702
0.16553915,-0.63742399,3.211263266,2.573839276
-0.54404779,-0.587785252,3.187119949,2.599334696
-0.320580953,-0.535826795,3.16285081,2.627024015
-0.043930137,-0.481753674,3.138456806,2.656703132
0.622160164,-0.425779292,3.113938902,2.688159611
0.467759027,-0.368124553,3.089298065,2.721173513
-0.911441735,-0.309016994,3.064535268,2.755518274
0.891334582,-0.248689887,3.039651488,2.790961601
0.908454851,-0.187381315,3.014647708,2.827266394
-0.752544983,-0.125333234,2.989524915,2.864191682
0.553629376,-0.06279052,2.964284101,2.901493581
-0.199721373,2.57259E-15,2.938926261,2.938926261
-0.231315667,0.06279052,2.913452398,2.976242918
-0.897983849,0.125333234,2.887863517,3.013196751
-0.946996737,0.187381315,2.862160628,3.049541943
0.332613105,0.248689887,2.836344746,3.085034633
-0.443508162,0.309016994,2.810416889,3.119433884
0.707667955,0.368124553,2.784378082,3.152502635
0.515814887,0.425779292,2.758229353,3.184008645
0.747417686,0.481753674,2.731971734,3.213725408
-0.993811164,0.535826795,2.705606261,3.241433056
-0.810375393,0.587785252,2.679133975,3.266919227
0.261869154,0.63742399,2.652555922,3.289979911
0.486919202,0.684547106,2.62587315,3.310420256
0.475347998,0.728968627,2.599086713,3.328055341
0.181421249,0.770513243,2.572197669,3.342710912
0.051634243,0.809016994,2.545207079,3.354224073
-0.349460371,0.844327926,2.518116008,3.362443934
0.514509877,0.87630668,2.490925527,3.367232207
-0.786148303,0.904827052,2.463636708,3.36846376
0.185341445,0.929776486,2.436250629,3.366027115
-0.650665547,0.951056516,2.408768371,3.359824887
0.169762885,0.968583161,2.381191018,3.349774179
0.916951349,0.982287251,2.353519661,3.335806912
0.854285144,0.992114701,2.32575539,3.317870092
-0.878414658,0.998026728,2.297899303,3.295926032
-0.511961485,1,2.269952499,3.269952499
0.260032858,0.998026728,2.24191608,3.239942809
0.982386036,0.992114701,2.213791155,3.205905857
0.925126795,0.982287251,2.185578833,3.167866084
0.708539065,0.968583161,2.157280228,3.12586339
0.374336167,0.951056516,2.128896458,3.079952974
-0.328695219,0.929776486,2.100428642,3.030205128
-0.881151328,0.904827052,2.071877905,2.976704957
-0.329709273,0.87630668,2.043245374,2.919552054
-0.190798323,0.844327926,2.014532179,2.858860104
-0.904724262,0.809016994,1.985739453,2.794756448
0.608684019,0.770513243,1.956868334,2.727381577
0.190083275,0.728968627,1.927919961,2.656888589
-0.141372393,0.684547106,1.898895478,2.583442584
-0.92158428,0.63742399,1.869796029,2.507220018
0.894251643,0.587785252,1.840622763,2.428408016
0.608810845,0.535826795,1.811376834,2.347203629
-0.340736947,0.481753674,1.782059394,2.263813068
-0.129637555,0.425779292,1.752671601,2.178450893
0.636892476,0.368124553,1.723214616,2.091339169
0.125420858,0.309016994,1.693689601,2.002706596
-0.72096339,0.248689887,1.664097723,1.91278761
-0.678931585,0.187381315,1.634440148,1.821821463
0.114552554,0.125333234,1.604718049,1.730051283
0.400708045,0.06279052,1.574932598,1.637723118
-0.935710637,-2.45008E-15,1.545084972,1.545084972
0.834599659,-0.06279052,1.515176348,1.452385829
-0.740836875,-0.125333234,1.485207908,1.359874674
-0.244027703,-0.187381315,1.455180834,1.26779952
-0.900967456,-0.248689887,1.425096312,1.176406425
0.595705075,-0.309016994,1.39495553,1.085938536
0.952792551,-0.368124553,1.364759678,0.996635125
0.561688074,-0.425779292,1.334509947,0.908730655
-0.424396889,-0.481753674,1.304207531,0.822453857
0.354573599,-0.535826795,1.273853628,0.738026833
-0.684379792,-0.587785252,1.243449436,0.655664184
0.357123364,-0.63742399,1.212996154,0.575572164
0.777158521,-0.684547106,1.182494985,0.497947879
-0.367795078,-0.728968627,1.151947133,0.422978506
0.876330888,-0.770513243,1.121353805,0.350840562
-0.521806173,-0.809016994,1.090716207,0.281699213
0.068564364,-0.844327926,1.06003555,0.215707624
-0.168982176,-0.87630668,1.029313044,0.153006364
-0.480321647,-0.904827052,0.998549903,0.09372285
0.069127972,-0.929776486,0.96774734,0.037970854
-0.755578163,-0.951056516,0.936906573,-0.014149943
0.687573669,-0.968583161,0.906028818,-0.062554343
-0.086577466,-0.982287251,0.875115295,-0.107171956
-0.06877793,-0.992114701,0.844167224,-0.147947478
-0.321756967,-0.998026728,0.813185826,-0.184840902
-0.342369741,-1,0.782172325,-0.217827675
0.408236661,-0.998026728,0.751127946,-0.246898783
0.584705298,-0.992114701,0.720053913,-0.272060789
0.439423457,-0.982287251,0.688951453,-0.293335797
-0.400731936,-0.968583161,0.657821795,-0.310761366
0.388385348,-0.951056516,0.626666168,-0.324390348
0.439321762,-0.929776486,0.5954858,-0.334290685
-0.742100777,-0.904827052,0.564281924,-0.340545128
-0.587810173,-0.87630668,0.533055771,-0.343250909
-0.676796796,-0.844327926,0.501808574,-0.342519351
0.629932291,-0.809016994,0.470541567,-0.338475428
-0.106705086,-0.770513243,0.439255983,-0.33125726
0.214156719,-0.728968627,0.407953058,-0.32101557
-0.452299412,-0.684547106,0.376634028,-0.307913078
-0.543272249,-0.63742399,0.345300129,-0.292123861
0.727003884,-0.587785252,0.313952598,-0.273832655
-0.487633376,-0.535826795,0.282592672,-0.253234123
-0.656526275,-0.481753674,0.251221591,-0.230532083
0.89682305,-0.425779292,0.219840592,-0.2059387
0.884584081,-0.368124553,0.188450913,-0.179673639
0.472684198,-0.309016994,0.157053795,-0.151963199
0.128923261,-0.248689887,0.125650477,-0.12303941
0.8483361,-0.187381315,0.094242199,-0.093139116
0.948823108,-0.125333234,0.062830199,-0.062503034
0.047758314,-0.06279052,0.03141572,-0.0313748
-0.576711927,2.32757E-15,6.12574E-16,2.94014E-15
-0.263751614,0.06279052,-0.03141572,0.0313748
0.482855964,0.125333234,-0.062830199,0.062503034
0.706888294,0.187381315,-0.094242199,0.093139116
-0.091446498,0.248689887,-0.125650477,0.12303941
-0.513652855,0.309016994,-0.157053795,0.151963199
-0.625886988,0.368124553,-0.188450913,0.179673639
-0.99884232,0.425779292,-0.219840592,0.2059387
-0.598156528,0.481753674,-0.251221591,0.230532083
-0.167948839,0.535826795,-0.282592672,0.253234123
-0.249983914,0.587785252,-0.313952598,0.273832655
0.02210696,0.63742399,-0.345300129,0.292123861
-0.31890823,0.684547106,-0.376634028,0.307913078
0.145190984,0.728968627,-0.407953058,0.32101557
0.644183382,0.770513243,-0.439255983,0.33125726
0.068689169,0.809016994,-0.470541567,0.338475428
-0.720078085,0.844327926,-0.501808574,0.342519351
0.243710189,0.87630668,-0.533055771,0.343250909
-0.541403254,0.904827052,-0.564281924,0.340545128
0.143113616,0.929776486,-0.5954858,0.334290685
-0.922815085,0.951056516,-0.626666168,0.324390348
0.580526255,0.968583161,-0.657821795,0.310761366
-0.086137519,0.982287251,-0.688951453,0.293335797
-0.880528741,0.992114701,-0.720053913,0.272060789
-0.619098534,0.998026728,-0.751127946,0.246898783
0.751308406,1,-0.782172325,0.217827675
-0.516661608,0.998026728,-0.813185826,0.184840902
-0.199973415,0.992114701,-0.844167224,0.147947478
-0.509963236,0.982287251,-0.875115295,0.107171956
-0.299036017,0.968583161,-0.906028818,0.062554343
0.138680597,0.951056516,-0.936906573,0.014149943
-0.794294946,0.929776486,-0.96774734,-0.037970854
-0.176068836,0.904827052,-0.998549903,-0.09372285
0.388002388,0.87630668,-1.029313044,-0.153006364
-0.930930392,0.844327926,-1.06003555,-0.215707624
-0.166400597,0.809016994,-1.090716207,-0.281699213
0.240996764,0.770513243,-1.121353805,-0.350840562
0.441919496,0.728968627,-1.151947133,-0.422978506
-0.124228442,0.684547106,-1.182494985,-0.497947879
-0.308329846,0.63742399,-1.212996154,-0.575572164
-0.645156525,0.587785252,-1.243449436,-0.655664184
-0.914523092,0.535826795,-1.273853628,-0.738026833
0.630247103,0.481753674,-1.304207531,-0.822453857
0.826171822,0.425779292,-1.334509947,-0.908730655
-0.152688842,0.368124553,-1.364759678,-0.996635125
0.799481545,0.309016994,-1.39495553,-1.085938536
0.319299825,0.248689887,-1.425096312,-1.176406425
0.412585145,0.187381315,-1.455180834,-1.26779952
-0.625190512,0.125333234,-1.485207908,-1.359874674
-0.305553718,0.06279052,-1.515176348,-1.452385829
-0.796527064,-2.20505E-15,-1.545084972,-1.545084972
0.517621491,-0.06279052,-1.574932598,-1.637723118
0.719340984,-0.125333234,-1.604718049,-1.730051283
-0.317185143,-0.187381315,-1.634440148,-1.821821463
0.311513993,-0.248689887,-1.664097723,-1.91278761
0.892232307,-0.309016994,-1.693689601,-2.002706596
-0.472039101,-0.368124553,-1.723214616,-2.091339169
